,fn,target
4228,008505.jpg,"(array([108, 304, 374, 476]), 15)"
4229,008507.jpg,"(array([  1,   1, 373, 499]), 2)"
4230,008508.jpg,"(array([ 45,  41, 499, 349]), 3)"
4231,008510.jpg,"(array([108,  11, 369, 499]), 18)"
4232,008511.jpg,"(array([ 23,   7, 324, 492]), 2)"
4233,008515.jpg,"(array([151,  46, 258, 233]), 2)"
4234,008516.jpg,"(array([ 42, 152, 374, 499]), 8)"
4235,008520.jpg,"(array([129,   0, 374, 499]), 11)"
4236,008525.jpg,"(array([ 57,   2, 365, 261]), 20)"
4237,008527.jpg,"(array([145, 141, 374, 339]), 10)"
4238,008528.jpg,"(array([146, 163, 374, 499]), 11)"
4239,008531.jpg,"(array([ 70, 162, 280, 334]), 19)"
4240,008532.jpg,"(array([ 77,  41, 346, 446]), 12)"
4241,008537.jpg,"(array([ 11,   3, 310, 499]), 1)"
4242,008538.jpg,"(array([  7,  10, 478, 392]), 15)"
4243,008539.jpg,"(array([ 26,  47, 338, 499]), 8)"
4244,008540.jpg,"(array([ 36, 175, 332, 413]), 2)"
4245,008543.jpg,"(array([212,   1, 371, 130]), 18)"
4246,008544.jpg,"(array([ 19,   3, 308, 499]), 12)"
4247,008545.jpg,"(array([ 28,  91, 382, 294]), 4)"
4248,008546.jpg,"(array([  3,   1, 372, 496]), 6)"
4249,008547.jpg,"(array([ 62, 239, 294, 376]), 16)"
4250,008548.jpg,"(array([ 31,  46, 331, 474]), 7)"
4251,008551.jpg,"(array([172, 188, 379, 466]), 2)"
4252,008552.jpg,"(array([115,   0, 392, 332]), 19)"
4253,008554.jpg,"(array([113, 203, 195, 434]), 1)"
4254,008555.jpg,"(array([389, 272, 454, 298]), 5)"
4255,008560.jpg,"(array([234, 390, 334, 487]), 15)"
4256,008561.jpg,"(array([ 55, 327, 264, 499]), 20)"
4257,008563.jpg,"(array([160, 280, 356, 401]), 9)"
4258,008565.jpg,"(array([130,  62, 455, 180]), 3)"
4259,008566.jpg,"(array([ 63,  72, 374, 359]), 15)"
4260,008567.jpg,"(array([  4, 121, 499, 294]), 15)"
4261,008569.jpg,"(array([ 46,  77, 336, 499]), 18)"
4262,008570.jpg,"(array([150,   0, 499, 314]), 16)"
4263,008571.jpg,"(array([  0,  52, 176, 287]), 4)"
4264,008574.jpg,"(array([283,  56, 495, 308]), 13)"
4265,008575.jpg,"(array([  1,  18, 499, 332]), 8)"
4266,008577.jpg,"(array([ 43,  44, 374, 264]), 15)"
4267,008578.jpg,"(array([140, 128, 249, 441]), 4)"
4268,008579.jpg,"(array([184,  46, 307, 228]), 14)"
4269,008580.jpg,"(array([128,  59, 286, 418]), 19)"
4270,008583.jpg,"(array([  0,   0, 374, 385]), 15)"
4271,008589.jpg,"(array([ 88, 178, 195, 357]), 3)"
4272,008590.jpg,"(array([227, 327, 323, 420]), 4)"
4273,008591.jpg,"(array([ 33,   2, 499, 332]), 11)"
4274,008593.jpg,"(array([121, 167, 251, 316]), 13)"
4275,008594.jpg,"(array([  0, 138, 304, 499]), 12)"
4276,008597.jpg,"(array([108, 120, 307, 499]), 14)"
4277,008598.jpg,"(array([151, 320, 316, 482]), 17)"
4278,008599.jpg,"(array([ 25,  56, 476, 222]), 12)"
4279,008600.jpg,"(array([  1,   1, 334, 499]), 9)"
4280,008603.jpg,"(array([158,  22, 392, 331]), 12)"
4281,008605.jpg,"(array([132, 210, 228, 302]), 10)"
4282,008609.jpg,"(array([ 71,  29, 307, 479]), 7)"
4283,008611.jpg,"(array([ 64, 357, 131, 453]), 20)"
4284,008613.jpg,"(array([ 75,  21, 259, 492]), 12)"
4285,008614.jpg,"(array([179,  52, 316, 325]), 18)"
4286,008616.jpg,"(array([ 22, 205, 324, 372]), 15)"
4287,008619.jpg,"(array([ 29,  53, 329, 432]), 14)"
4288,008622.jpg,"(array([141, 111, 244, 276]), 7)"
4289,008623.jpg,"(array([202,  50, 343, 279]), 14)"
4290,008625.jpg,"(array([ 62,  43, 243, 499]), 1)"
4291,008626.jpg,"(array([121, 449, 233, 498]), 16)"
4292,008627.jpg,"(array([167, 232, 318, 273]), 5)"
4293,008629.jpg,"(array([  3,   2, 498, 332]), 15)"
4294,008630.jpg,"(array([ 70,  99, 332, 428]), 6)"
4295,008631.jpg,"(array([152, 314, 200, 376]), 3)"
4296,008632.jpg,"(array([121, 154, 241, 430]), 7)"
4297,008634.jpg,"(array([122, 417, 278, 470]), 15)"
4298,008637.jpg,"(array([106, 106, 233, 386]), 12)"
4299,008640.jpg,"(array([ 48,  36, 232, 191]), 3)"
4300,008641.jpg,"(array([  0,  72, 374, 416]), 15)"
4301,008642.jpg,"(array([123,  25, 289, 463]), 6)"
4302,008643.jpg,"(array([ 71, 153, 228, 481]), 4)"
4303,008646.jpg,"(array([114,   2, 374, 220]), 9)"
4304,008648.jpg,"(array([185,  18, 315, 107]), 15)"
4305,008649.jpg,"(array([  1,   3, 374, 499]), 12)"
4306,008650.jpg,"(array([ 23,   0, 374, 498]), 18)"
4307,008651.jpg,"(array([ 37,  71, 334, 269]), 12)"
4308,008652.jpg,"(array([ 52, 170, 499, 364]), 15)"
4309,008656.jpg,"(array([ 96,   0, 332, 278]), 12)"
4310,008657.jpg,"(array([103,   1, 374, 499]), 7)"
4311,008658.jpg,"(array([ 85,  25, 372, 345]), 7)"
4312,008659.jpg,"(array([ 38, 124, 208, 411]), 20)"
4313,008660.jpg,"(array([ 28, 263, 242, 465]), 20)"
4314,008661.jpg,"(array([156,   4, 224,  46]), 16)"
4315,008662.jpg,"(array([ 61, 156, 297, 268]), 3)"
4316,008664.jpg,"(array([ 71,  66, 497, 306]), 15)"
4317,008666.jpg,"(array([ 46,   0, 499, 321]), 15)"
4318,008668.jpg,"(array([ 28, 177, 329, 488]), 7)"
4319,008669.jpg,"(array([ 92,  82, 256, 463]), 1)"
4320,008671.jpg,"(array([109,   0, 283, 126]), 18)"
4321,008672.jpg,"(array([161,   0, 191, 306]), 19)"
4322,008673.jpg,"(array([216,  73, 461, 190]), 9)"
4323,008674.jpg,"(array([ 75,  72, 374, 499]), 12)"
4324,008675.jpg,"(array([  3, 104, 358, 435]), 20)"
4325,008677.jpg,"(array([ 34,  16, 278, 478]), 19)"
4326,008678.jpg,"(array([163,  88, 449, 233]), 15)"
4327,008679.jpg,"(array([141,   0, 275, 159]), 19)"
4328,008681.jpg,"(array([ 52, 265, 331, 468]), 15)"
4329,008682.jpg,"(array([ 95,  54, 264, 495]), 7)"
4330,008684.jpg,"(array([ 99,   2, 267, 432]), 7)"
4331,008685.jpg,"(array([ 63,  60, 321, 372]), 17)"
4332,008686.jpg,"(array([  2, 346, 159, 499]), 15)"
4333,008689.jpg,"(array([ 68,  79, 264, 372]), 14)"
4334,008693.jpg,"(array([ 76,  35, 331, 499]), 7)"
4335,008694.jpg,"(array([181, 383, 240, 499]), 7)"
4336,008696.jpg,"(array([ 49,  11, 290, 499]), 19)"
4337,008697.jpg,"(array([135,   1, 499, 374]), 11)"
4338,008700.jpg,"(array([ 86,   4, 374, 482]), 18)"
4339,008703.jpg,"(array([ 81, 191, 360, 480]), 8)"
4340,008704.jpg,"(array([170, 237, 184, 287]), 4)"
4341,008705.jpg,"(array([ 85, 116, 261, 359]), 9)"
4342,008707.jpg,"(array([ 98, 318, 247, 499]), 20)"
4343,008708.jpg,"(array([167, 258, 374, 398]), 15)"
4344,008711.jpg,"(array([ 76,  20, 316, 445]), 7)"
4345,008712.jpg,"(array([112, 113, 272, 499]), 19)"
4346,008714.jpg,"(array([ 67,  14, 292, 478]), 1)"
4347,008715.jpg,"(array([128,  78, 256, 304]), 7)"
4348,008719.jpg,"(array([  0, 112, 256, 436]), 15)"
4349,008721.jpg,"(array([ 70,  17, 374, 499]), 18)"
4350,008724.jpg,"(array([ 82, 266, 213, 459]), 7)"
4351,008726.jpg,"(array([  0, 250, 499, 491]), 15)"
4352,008729.jpg,"(array([ 62,   0, 374, 499]), 9)"
4353,008734.jpg,"(array([ 43,  39, 374, 499]), 7)"
4354,008735.jpg,"(array([268, 325, 312, 387]), 2)"
4355,008736.jpg,"(array([ 82, 345, 274, 499]), 6)"
4356,008737.jpg,"(array([  0,  77, 332, 499]), 8)"
4357,008740.jpg,"(array([  1,  43, 332, 499]), 15)"
4358,008743.jpg,"(array([141, 182, 267, 265]), 19)"
4359,008745.jpg,"(array([238, 210, 374, 307]), 2)"
4360,008746.jpg,"(array([209, 135, 371, 316]), 3)"
4361,008751.jpg,"(array([237,   0, 339, 378]), 11)"
4362,008754.jpg,"(array([161, 290, 322, 336]), 16)"
4363,008758.jpg,"(array([ 49, 342, 318, 460]), 15)"
4364,008761.jpg,"(array([ 15,  41, 356, 470]), 1)"
4365,008762.jpg,"(array([117,  84, 499, 237]), 15)"
4366,008763.jpg,"(array([106,  46, 459, 350]), 10)"
4367,008765.jpg,"(array([221, 265, 344, 449]), 2)"
4368,008767.jpg,"(array([ 94, 172, 315, 430]), 8)"
4369,008774.jpg,"(array([ 95, 100, 374, 243]), 15)"
4370,008777.jpg,"(array([ 85,  50, 279, 438]), 7)"
4371,008778.jpg,"(array([  1,   0, 374, 186]), 15)"
4372,008779.jpg,"(array([180,  27, 374, 195]), 9)"
4373,008780.jpg,"(array([ 90,   1, 332, 400]), 15)"
4374,008781.jpg,"(array([ 20,   1, 329, 485]), 12)"
4375,008782.jpg,"(array([125, 129, 266, 387]), 6)"
4376,008785.jpg,"(array([ 38,   0, 367, 446]), 7)"
4377,008786.jpg,"(array([167, 173, 269, 377]), 13)"
4378,008787.jpg,"(array([ 44, 174, 336, 492]), 8)"
4379,008788.jpg,"(array([171,  43, 368, 403]), 6)"
4380,008789.jpg,"(array([ 55,   0, 282, 390]), 19)"
4381,008791.jpg,"(array([113,   7, 224, 487]), 1)"
4382,008792.jpg,"(array([ 10,   0, 374, 369]), 12)"
4383,008795.jpg,"(array([ 48,  73, 286, 430]), 17)"
4384,008797.jpg,"(array([  0,   0, 372, 498]), 7)"
4385,008798.jpg,"(array([141, 254, 366, 489]), 6)"
4386,008800.jpg,"(array([  8,  38, 307, 405]), 7)"
4387,008802.jpg,"(array([ 41,  88, 211, 224]), 13)"
4388,008803.jpg,"(array([189, 184, 352, 443]), 18)"
4389,008804.jpg,"(array([ 51,  89, 209, 208]), 13)"
4390,008807.jpg,"(array([ 77, 253, 205, 319]), 15)"
4391,008808.jpg,"(array([ 19,  37, 198, 124]), 15)"
4392,008812.jpg,"(array([ 25, 331, 370, 499]), 13)"
4393,008816.jpg,"(array([ 55, 123, 374, 465]), 15)"
4394,008818.jpg,"(array([ 45, 243, 374, 499]), 15)"
4395,008820.jpg,"(array([ 57,  81, 229, 280]), 4)"
4396,008821.jpg,"(array([249,  38, 373, 499]), 18)"
4397,008824.jpg,"(array([214,  91, 327, 247]), 14)"
4398,008825.jpg,"(array([127, 142, 210, 399]), 1)"
4399,008827.jpg,"(array([167, 210, 271, 402]), 12)"
4400,008828.jpg,"(array([334, 184, 440, 237]), 14)"
4401,008829.jpg,"(array([ 60,  33, 254, 405]), 7)"
4402,008830.jpg,"(array([123,  77, 255, 260]), 8)"
4403,008832.jpg,"(array([159, 214, 252, 287]), 3)"
4404,008834.jpg,"(array([ 91,   0, 374, 478]), 18)"
4405,008839.jpg,"(array([ 50, 330, 312, 469]), 15)"
4406,008842.jpg,"(array([106, 202, 161, 266]), 3)"
4407,008844.jpg,"(array([ 72,   1, 499, 300]), 15)"
4408,008845.jpg,"(array([102,  42, 363, 454]), 14)"
4409,008846.jpg,"(array([ 95, 191, 258, 438]), 8)"
4410,008850.jpg,"(array([149,  72, 327, 245]), 16)"
4411,008851.jpg,"(array([ 70, 107, 240, 251]), 20)"
4412,008852.jpg,"(array([  2,   7, 293, 491]), 14)"
4413,008853.jpg,"(array([199, 108, 324, 328]), 10)"
4414,008855.jpg,"(array([ 51,   1, 351, 302]), 19)"
4415,008857.jpg,"(array([ 37,  93, 374, 499]), 15)"
4416,008860.jpg,"(array([  3,   0, 293, 288]), 8)"
4417,008861.jpg,"(array([222, 357, 260, 387]), 1)"
4418,008863.jpg,"(array([231,  82, 286, 155]), 10)"
4419,008864.jpg,"(array([190,   1, 325, 288]), 18)"
4420,008866.jpg,"(array([248, 404, 365, 499]), 6)"
4421,008868.jpg,"(array([178,  17, 272, 367]), 4)"
4422,008869.jpg,"(array([  0, 216, 299, 482]), 4)"
4423,008870.jpg,"(array([131, 130, 332, 390]), 3)"
4424,008875.jpg,"(array([255, 210, 499, 374]), 8)"
4425,008877.jpg,"(array([  0,  21, 479, 325]), 14)"
4426,008881.jpg,"(array([ 99, 277, 218, 345]), 1)"
4427,008882.jpg,"(array([124,  85, 426, 214]), 13)"
4428,008887.jpg,"(array([224, 135, 371, 287]), 9)"
4429,008889.jpg,"(array([ 88,  92, 331, 341]), 12)"
4430,008893.jpg,"(array([121,  26, 285, 320]), 19)"
4431,008894.jpg,"(array([  0,   1, 499, 498]), 15)"
4432,008895.jpg,"(array([126,   0, 300, 180]), 6)"
4433,008896.jpg,"(array([120, 184, 197, 382]), 7)"
4434,008897.jpg,"(array([ 78, 181, 335, 377]), 15)"
4435,008898.jpg,"(array([ 42,   0, 374, 320]), 12)"
4436,008899.jpg,"(array([ 45,  79, 338, 409]), 13)"
4437,008901.jpg,"(array([127, 252, 374, 396]), 15)"
4438,008902.jpg,"(array([ 55,  92, 374, 387]), 15)"
4439,008903.jpg,"(array([150, 243, 226, 357]), 7)"
4440,008904.jpg,"(array([120,  63, 422, 331]), 16)"
4441,008906.jpg,"(array([195,   1, 374, 499]), 7)"
4442,008907.jpg,"(array([ 48,  38, 358, 474]), 12)"
4443,008908.jpg,"(array([  0,   0, 258, 499]), 1)"
4444,008910.jpg,"(array([177,  28, 217,  72]), 7)"
4445,008912.jpg,"(array([162,  28, 338, 268]), 17)"
4446,008915.jpg,"(array([ 99,  32, 391, 286]), 6)"
4447,008916.jpg,"(array([ 46,  96, 332, 208]), 15)"
4448,008918.jpg,"(array([ 96,   1, 374, 499]), 18)"
4449,008922.jpg,"(array([229, 223, 374, 436]), 9)"
4450,008924.jpg,"(array([ 42,  14, 357, 492]), 8)"
4451,008925.jpg,"(array([ 39, 391, 316, 460]), 5)"
4452,008928.jpg,"(array([106,  18, 374, 110]), 15)"
4453,008934.jpg,"(array([ 74,  25, 343, 219]), 3)"
4454,008935.jpg,"(array([ 17, 105, 323, 480]), 8)"
4455,008937.jpg,"(array([  0,  64, 332, 269]), 16)"
4456,008938.jpg,"(array([ 51,  74, 447, 306]), 9)"
4457,008941.jpg,"(array([199,   0, 374, 445]), 11)"
4458,008945.jpg,"(array([171,   4, 332, 499]), 11)"
4459,008946.jpg,"(array([147, 240, 300, 357]), 15)"
4460,008947.jpg,"(array([188, 311, 317, 484]), 18)"
4461,008949.jpg,"(array([  0, 234, 206, 499]), 20)"
4462,008950.jpg,"(array([ 53, 116, 187, 293]), 1)"
4463,008952.jpg,"(array([120, 286, 235, 357]), 14)"
4464,008954.jpg,"(array([106,   0, 374, 204]), 9)"
4465,008956.jpg,"(array([ 25, 156, 318, 364]), 3)"
4466,008957.jpg,"(array([ 67, 115, 374, 307]), 9)"
4467,008959.jpg,"(array([ 73,   0, 374, 374]), 3)"
4468,008963.jpg,"(array([ 63, 280, 374, 499]), 15)"
4469,008964.jpg,"(array([ 73,  17, 332, 490]), 12)"
4470,008972.jpg,"(array([ 81,  84, 481, 477]), 8)"
4471,008974.jpg,"(array([ 10, 177, 374, 408]), 15)"
4472,008977.jpg,"(array([ 35,  64, 315, 399]), 12)"
4473,008981.jpg,"(array([100, 127, 370, 393]), 3)"
4474,008984.jpg,"(array([219, 146, 293, 187]), 3)"
4475,008986.jpg,"(array([120,  78, 274, 398]), 1)"
4476,008990.jpg,"(array([ 28,  15, 449, 280]), 15)"
4477,008991.jpg,"(array([ 95, 105, 367, 286]), 9)"
4478,008992.jpg,"(array([124,  16, 374, 337]), 17)"
4479,008993.jpg,"(array([ 84, 250, 374, 369]), 15)"
4480,008994.jpg,"(array([148, 148, 359, 396]), 14)"
4481,008996.jpg,"(array([ 98,   0, 499, 346]), 15)"
4482,008998.jpg,"(array([230, 411, 288, 451]), 4)"
4483,009001.jpg,"(array([ 65, 103, 421, 191]), 4)"
4484,009003.jpg,"(array([ 64,   2, 498, 332]), 15)"
4485,009008.jpg,"(array([ 58,  22, 293, 445]), 14)"
4486,009009.jpg,"(array([322, 255, 499, 369]), 9)"
4487,009010.jpg,"(array([ 76, 289, 289, 421]), 9)"
4488,009011.jpg,"(array([ 91,  69, 286, 354]), 19)"
4489,009012.jpg,"(array([166,   1, 499, 374]), 11)"
4490,009013.jpg,"(array([229,  68, 374, 414]), 18)"
4491,009014.jpg,"(array([198, 273, 325, 340]), 12)"
4492,009017.jpg,"(array([ 28, 181, 372, 457]), 15)"
4493,009021.jpg,"(array([ 49,  21, 441, 290]), 6)"
4494,009023.jpg,"(array([ 49,  45, 318, 404]), 7)"
4495,009025.jpg,"(array([ 22,  51, 331, 380]), 12)"
4496,009026.jpg,"(array([304,  35, 364, 168]), 4)"
4497,009028.jpg,"(array([105, 170, 318, 366]), 2)"
4498,009030.jpg,"(array([ 80,   1, 316, 420]), 1)"
4499,009031.jpg,"(array([145, 226, 188, 257]), 17)"
4500,009033.jpg,"(array([340,   1, 405, 137]), 7)"
4501,009038.jpg,"(array([ 72, 122, 247, 361]), 6)"
4502,009040.jpg,"(array([145, 156, 349, 283]), 15)"
4503,009041.jpg,"(array([ 98, 132, 284, 374]), 14)"
4504,009043.jpg,"(array([119, 168, 224, 276]), 15)"
4505,009044.jpg,"(array([ 40,  48, 298, 493]), 14)"
4506,009046.jpg,"(array([154,  48, 499, 419]), 13)"
4507,009047.jpg,"(array([ 52,  10, 331, 384]), 14)"
4508,009050.jpg,"(array([ 46,  52, 319, 457]), 14)"
4509,009052.jpg,"(array([109, 211, 283, 466]), 7)"
4510,009054.jpg,"(array([300,  91, 382, 184]), 3)"
4511,009055.jpg,"(array([ 23, 142, 331, 427]), 9)"
4512,009056.jpg,"(array([237, 344, 327, 425]), 9)"
4513,009057.jpg,"(array([ 81, 169, 281, 378]), 8)"
4514,009061.jpg,"(array([115, 157, 330, 416]), 12)"
4515,009062.jpg,"(array([131,  88, 216, 386]), 6)"
4516,009065.jpg,"(array([106,  12, 315, 468]), 14)"
4517,009067.jpg,"(array([100,  95, 356, 434]), 13)"
4518,009069.jpg,"(array([  2,   3, 335, 499]), 14)"
4519,009070.jpg,"(array([162,  87, 352, 425]), 18)"
4520,009071.jpg,"(array([ 77,  54, 284, 476]), 7)"
4521,009074.jpg,"(array([145, 190, 322, 260]), 13)"
4522,009075.jpg,"(array([ 94, 336, 374, 499]), 15)"
4523,009076.jpg,"(array([152,   3, 374, 499]), 1)"
4524,009077.jpg,"(array([106, 306, 262, 417]), 15)"
4525,009081.jpg,"(array([ 62,  76, 323, 460]), 7)"
4526,009082.jpg,"(array([ 95,   0, 344, 290]), 10)"
4527,009083.jpg,"(array([159,   3, 317, 496]), 1)"
4528,009084.jpg,"(array([ 76,  42, 374, 480]), 14)"
4529,009088.jpg,"(array([  2, 202, 374, 458]), 3)"
4530,009090.jpg,"(array([205,   1, 374, 499]), 11)"
4531,009092.jpg,"(array([112, 216, 229, 361]), 6)"
4532,009093.jpg,"(array([ 71,  79, 272, 450]), 3)"
4533,009095.jpg,"(array([304,   0, 499, 230]), 11)"
4534,009096.jpg,"(array([ 34,  10, 187, 338]), 7)"
4535,009097.jpg,"(array([ 72,   1, 231, 110]), 20)"
4536,009101.jpg,"(array([103,   2, 317, 362]), 13)"
4537,009102.jpg,"(array([196,   0, 374, 499]), 4)"
4538,009103.jpg,"(array([  0,  74, 260, 499]), 12)"
4539,009104.jpg,"(array([149, 222, 264, 301]), 3)"
4540,009107.jpg,"(array([ 43,   0, 373, 421]), 8)"
4541,009109.jpg,"(array([237,   0, 344, 499]), 11)"
4542,009110.jpg,"(array([ 61, 143, 265, 292]), 15)"
4543,009111.jpg,"(array([ 64, 151, 269, 429]), 6)"
4544,009115.jpg,"(array([ 58, 125, 366, 266]), 15)"
4545,009118.jpg,"(array([156, 144, 321, 386]), 18)"
4546,009119.jpg,"(array([174, 151, 302, 451]), 7)"
4547,009120.jpg,"(array([131, 273, 150, 347]), 4)"
4548,009122.jpg,"(array([265, 288, 354, 499]), 6)"
4549,009124.jpg,"(array([ 56, 125, 286, 397]), 19)"
4550,009125.jpg,"(array([177, 150, 374, 389]), 15)"
4551,009127.jpg,"(array([ 25, 147, 374, 378]), 15)"
4552,009130.jpg,"(array([139,  33, 461, 361]), 13)"
4553,009132.jpg,"(array([ 47,  71, 308, 424]), 8)"
4554,009134.jpg,"(array([ 81,  92, 287, 405]), 19)"
4555,009135.jpg,"(array([ 94,  75, 324, 431]), 2)"
4556,009137.jpg,"(array([150,  50, 169, 112]), 4)"
4557,009139.jpg,"(array([ 41, 110, 373, 436]), 14)"
4558,009140.jpg,"(array([  0,   0, 326, 499]), 7)"
4559,009142.jpg,"(array([ 13,  23, 428, 294]), 12)"
4560,009143.jpg,"(array([156,   3, 499, 370]), 15)"
4561,009145.jpg,"(array([ 56, 103, 369, 382]), 14)"
4562,009146.jpg,"(array([ 77, 154, 336, 358]), 3)"
4563,009149.jpg,"(array([ 92, 192, 325, 495]), 7)"
4564,009152.jpg,"(array([132,  92, 325, 156]), 15)"
4565,009154.jpg,"(array([115,  30, 318, 479]), 11)"
4566,009156.jpg,"(array([120, 157, 374, 499]), 7)"
4567,009158.jpg,"(array([ 53,   0, 374, 305]), 3)"
4568,009164.jpg,"(array([213,   0, 499, 156]), 15)"
4569,009165.jpg,"(array([ 45,  88, 210, 221]), 20)"
4570,009167.jpg,"(array([100,  36, 212, 435]), 1)"
4571,009169.jpg,"(array([141, 143, 193, 208]), 17)"
4572,009170.jpg,"(array([157, 247, 291, 361]), 10)"
4573,009171.jpg,"(array([191,   2, 374, 497]), 11)"
4574,009172.jpg,"(array([ 14,   0, 271, 184]), 16)"
4575,009176.jpg,"(array([117,  51, 356, 451]), 12)"
4576,009182.jpg,"(array([ 26,  18, 334, 499]), 7)"
4577,009183.jpg,"(array([  3,  53, 372, 499]), 8)"
4578,009188.jpg,"(array([ 55,  14, 285, 487]), 6)"
4579,009190.jpg,"(array([ 57,  61, 457, 499]), 12)"
4580,009198.jpg,"(array([ 26,  21, 395, 483]), 2)"
4581,009199.jpg,"(array([133,  21, 493, 378]), 12)"
4582,009201.jpg,"(array([162,  95, 330, 378]), 7)"
4583,009203.jpg,"(array([124,   2, 293, 437]), 19)"
4584,009204.jpg,"(array([ 61, 131, 373, 326]), 12)"
4585,009206.jpg,"(array([127, 131, 243, 446]), 7)"
4586,009207.jpg,"(array([131,  91, 499, 373]), 15)"
4587,009210.jpg,"(array([222, 159, 294, 335]), 7)"
4588,009211.jpg,"(array([139, 151, 213, 301]), 1)"
4589,009216.jpg,"(array([ 99,   1, 331, 375]), 20)"
4590,009217.jpg,"(array([  0,   8, 223, 324]), 20)"
4591,009219.jpg,"(array([ 45,  25, 373, 161]), 15)"
4592,009220.jpg,"(array([ 21,  46, 336, 428]), 19)"
4593,009222.jpg,"(array([170,  35, 374, 308]), 9)"
4594,009223.jpg,"(array([199,  60, 312, 229]), 10)"
4595,009225.jpg,"(array([263, 304, 352, 407]), 9)"
4596,009226.jpg,"(array([  0, 127, 208, 350]), 20)"
4597,009228.jpg,"(array([ 24, 194, 353, 365]), 15)"
4598,009229.jpg,"(array([127, 319, 259, 499]), 14)"
4599,009231.jpg,"(array([ 76, 173, 308, 464]), 13)"
4600,009232.jpg,"(array([ 70, 193, 374, 417]), 3)"
4601,009233.jpg,"(array([ 60, 156, 296, 326]), 12)"
4602,009234.jpg,"(array([110,   1, 374, 315]), 8)"
4603,009235.jpg,"(array([357,  81, 488, 127]), 12)"
4604,009237.jpg,"(array([232, 119, 416, 186]), 15)"
4605,009240.jpg,"(array([180, 304, 374, 498]), 15)"
4606,009241.jpg,"(array([141, 134, 173, 243]), 7)"
4607,009243.jpg,"(array([ 91,  99, 329, 414]), 7)"
4608,009248.jpg,"(array([ 33,   2, 371, 330]), 15)"
4609,009253.jpg,"(array([ 47, 156, 389, 474]), 15)"
4610,009256.jpg,"(array([ 80, 131, 339, 495]), 8)"
4611,009257.jpg,"(array([  0, 127, 205, 210]), 5)"
4612,009258.jpg,"(array([  0,  51, 469, 320]), 15)"
4613,009260.jpg,"(array([148,  34, 264, 411]), 19)"
4614,009261.jpg,"(array([181,  79, 374, 220]), 16)"
4615,009262.jpg,"(array([ 95,  10, 243, 487]), 1)"
4616,009263.jpg,"(array([ 95,  16, 306, 103]), 15)"
4617,009264.jpg,"(array([ 94, 133, 373, 499]), 10)"
4618,009265.jpg,"(array([  0,  29, 321, 381]), 6)"
4619,009266.jpg,"(array([  1,  83, 374, 432]), 3)"
4620,009267.jpg,"(array([247, 197, 283, 293]), 7)"
4621,009274.jpg,"(array([ 55,   0, 374, 329]), 15)"
4622,009275.jpg,"(array([247,  45, 357, 264]), 18)"
4623,009276.jpg,"(array([176,   0, 499, 332]), 18)"
4624,009277.jpg,"(array([142,  54, 321, 262]), 14)"
4625,009280.jpg,"(array([  0,   2, 331, 497]), 2)"
4626,009284.jpg,"(array([270,  38, 372, 498]), 7)"
4627,009292.jpg,"(array([  6,   0, 471, 325]), 1)"
4628,009293.jpg,"(array([  0,  51, 447, 297]), 14)"
4629,009294.jpg,"(array([245,   0, 499, 275]), 9)"
4630,009297.jpg,"(array([149, 180, 373, 499]), 11)"
4631,009298.jpg,"(array([ 18,   0, 372, 356]), 6)"
4632,009300.jpg,"(array([152,  63, 368, 172]), 3)"
4633,009301.jpg,"(array([ 87, 177, 372, 499]), 10)"
4634,009302.jpg,"(array([130,  38, 313, 459]), 7)"
4635,009304.jpg,"(array([ 35, 284, 374, 499]), 6)"
4636,009305.jpg,"(array([ 73,  75, 317, 400]), 2)"
4637,009310.jpg,"(array([171, 110, 373, 496]), 9)"
4638,009311.jpg,"(array([ 33,   0, 249,  68]), 15)"
4639,009313.jpg,"(array([427,   0, 499, 176]), 9)"
4640,009314.jpg,"(array([208,  89, 499, 350]), 15)"
4641,009317.jpg,"(array([157,  85, 306, 294]), 14)"
4642,009319.jpg,"(array([ 54,  79, 464, 461]), 20)"
4643,009320.jpg,"(array([103,   0, 374, 293]), 15)"
4644,009321.jpg,"(array([ 56,  32, 284, 477]), 7)"
4645,009322.jpg,"(array([238, 297, 327, 350]), 14)"
4646,009328.jpg,"(array([ 78,   2, 318, 423]), 18)"
