,fn,cat
4714,009478.jpg,[  0 212 315 445]
4715,009482.jpg,[109  67 373 332]
4716,009483.jpg,[ 18  13 486 332]
4717,009485.jpg,[ 10 152 352 449]
4718,009486.jpg,[251 194 455 374]
4719,009487.jpg,[ 51  42 374 308]
4720,009489.jpg,[103 172 243 299]
4721,009492.jpg,[ 60 100 251 488]
4722,009493.jpg,[188  38 329 315]
4723,009495.jpg,[ 80 330 350 499]
4724,009498.jpg,[ 64  96 298 355]
4725,009501.jpg,[117 192 229 273]
4726,009503.jpg,[185  54 374 322]
4727,009505.jpg,[110 101 414 345]
4728,009506.jpg,[  1   1 332 499]
4729,009509.jpg,[ 38 262 180 468]
4730,009510.jpg,[140  85 283 377]
4731,009511.jpg,[113  95 374 326]
4732,009513.jpg,[231  66 481 335]
4733,009514.jpg,[ 38   4 258  90]
4734,009521.jpg,[244   0 374 157]
4735,009522.jpg,[ 31  28 346 398]
4736,009525.jpg,[112  70 412 315]
4737,009529.jpg,[188 219 374 411]
4738,009530.jpg,[244 190 271 278]
4739,009534.jpg,[246 311 331 432]
4740,009535.jpg,[ 89 180 331 423]
4741,009536.jpg,[ 60  56 353 499]
4742,009538.jpg,[235 155 307 499]
4743,009539.jpg,[169 259 323 344]
4744,009544.jpg,[  1   6 236 315]
4745,009547.jpg,[ 25  45 308 349]
4746,009548.jpg,[154 124 386 297]
4747,009552.jpg,[ 34  64 494 294]
4748,009553.jpg,[ 82 353 115 423]
4749,009554.jpg,[123   0 369 294]
4750,009555.jpg,[ 94 383 127 488]
4751,009556.jpg,[  2 191 374 499]
4752,009559.jpg,[154 184 247 343]
4753,009561.jpg,[ 77 120 359 367]
4754,009563.jpg,[191   4 499 282]
4755,009564.jpg,[163 270 261 405]
4756,009569.jpg,[202  88 339 400]
4757,009570.jpg,[ 93  68 212 116]
4758,009572.jpg,[ 78 202 258 334]
4759,009574.jpg,[ 77   0 374 159]
4760,009575.jpg,[  0  94 286 499]
4761,009578.jpg,[ 43  84 334 499]
4762,009581.jpg,[ 21   8 265 170]
4763,009582.jpg,[ 83   2 374 499]
4764,009583.jpg,[  0   0 330 323]
4765,009589.jpg,[115  11 321 377]
4766,009590.jpg,[ 84  17 298 491]
4767,009592.jpg,[127  50 269 263]
4768,009593.jpg,[173 171 268 393]
4769,009594.jpg,[287 223 374 333]
4770,009595.jpg,[ 16  42 262 436]
4771,009599.jpg,[ 44  99 180 399]
4772,009601.jpg,[116   0 338 130]
4773,009602.jpg,[  1   1 198 185]
4774,009604.jpg,[  9  49 499 374]
4775,009606.jpg,[319  38 499 374]
4776,009607.jpg,[208 174 347 459]
4777,009608.jpg,[ 72 159 220 276]
4778,009610.jpg,[ 29  11 496 278]
4779,009612.jpg,[107  14 499 345]
4780,009616.jpg,[ 92  46 290 405]
4781,009622.jpg,[ 56  85 332 281]
4782,009624.jpg,[ 58 204 208 273]
4783,009625.jpg,[ 95  43 432 277]
4784,009626.jpg,[128   1 352 485]
4785,009628.jpg,[178   0 374 365]
4786,009630.jpg,[158 337 307 403]
4787,009631.jpg,[164 399 251 474]
4788,009632.jpg,[267 311 332 395]
4789,009633.jpg,[ 36 155 274 391]
4790,009635.jpg,[385  11 496 252]
4791,009639.jpg,[ 18   9 319 313]
4792,009640.jpg,[113 149 231 369]
4793,009642.jpg,[182 163 233 208]
4794,009643.jpg,[194 207 248 304]
4795,009645.jpg,[ 21 127 275 207]
4796,009646.jpg,[  8   0 374 499]
4797,009648.jpg,[  0 271 233 373]
4798,009651.jpg,[ 20  96 374 404]
4799,009652.jpg,[  5   4 262 316]
4800,009653.jpg,[ 22 118 374 499]
4801,009657.jpg,[119  44 350 321]
4802,009660.jpg,[185  42 499 373]
4803,009661.jpg,[ 57  54 290 399]
4804,009662.jpg,[262  74 374 499]
4805,009663.jpg,[235 212 374 499]
4806,009665.jpg,[115 339 174 452]
4807,009669.jpg,[  1   2 332 499]
4808,009672.jpg,[113 149 374 442]
4809,009673.jpg,[ 52   5 201 216]
4810,009674.jpg,[124  73 449 323]
4811,009675.jpg,[ 19  79 273 499]
4812,009677.jpg,[ 22  85 311 421]
4813,009680.jpg,[ 88  40 342 413]
4814,009682.jpg,[ 92   0 263 406]
4815,009683.jpg,[109  85 268 431]
4816,009688.jpg,[104  37 374 393]
4817,009689.jpg,[163 256 372 442]
4818,009690.jpg,[209 265 315 389]
4819,009694.jpg,[304 174 347 271]
4820,009696.jpg,[  0 230 333 499]
4821,009697.jpg,[  3  13 374 484]
4822,009701.jpg,[134  84 220 311]
4823,009704.jpg,[129  42 243 268]
4824,009705.jpg,[ 59  54 258 466]
4825,009708.jpg,[106 177 374 436]
4826,009714.jpg,[400   0 449  21]
4827,009715.jpg,[162  28 373 459]
4828,009716.jpg,[116  78 321 301]
4829,009720.jpg,[  1 159 374 499]
4830,009722.jpg,[179  99 361 199]
4831,009723.jpg,[ 68   0 364 498]
4832,009725.jpg,[229   3 352 128]
4833,009727.jpg,[219 144 256 190]
4834,009728.jpg,[ 40 214 182 248]
4835,009730.jpg,[ 77 243 300 425]
4836,009731.jpg,[ 70  85 247 340]
4837,009736.jpg,[  4   5 499 332]
4838,009739.jpg,[ 65  60 499 354]
4839,009740.jpg,[154 174 235 297]
4840,009741.jpg,[ 76 184 371 427]
4841,009742.jpg,[ 86   1 432 499]
4842,009744.jpg,[  0   0 198 127]
4843,009750.jpg,[139 335 374 400]
4844,009751.jpg,[ 32  74 328 402]
4845,009752.jpg,[155 117 374 381]
4846,009753.jpg,[170 106 255 261]
4847,009757.jpg,[ 74   9 252 489]
4848,009759.jpg,[  2   2 327 432]
4849,009760.jpg,[ 81  49 366 499]
4850,009765.jpg,[ 55 110 342 337]
4851,009766.jpg,[118   0 437 499]
4852,009768.jpg,[130 344 255 425]
4853,009769.jpg,[161  35 339 467]
4854,009770.jpg,[273  71 372 400]
4855,009771.jpg,[173  89 374 432]
4856,009775.jpg,[ 62  38 429 172]
4857,009777.jpg,[174 193 233 294]
4858,009779.jpg,[185  96 328 322]
4859,009782.jpg,[214  93 374 499]
4860,009783.jpg,[118 190 295 304]
4861,009784.jpg,[ 97   0 362 474]
4862,009786.jpg,[  0 265 279 448]
4863,009787.jpg,[ 19   0 331 146]
4864,009788.jpg,[ 61  57 336 486]
4865,009791.jpg,[208   0 374 433]
4866,009793.jpg,[ 79  57 351 441]
4867,009795.jpg,[158  92 228 193]
4868,009798.jpg,[152  53 371 343]
4869,009799.jpg,[ 27  17 237 488]
4870,009802.jpg,[  0   0 374 460]
4871,009803.jpg,[124 126 242 304]
4872,009804.jpg,[134  11 332 387]
4873,009806.jpg,[ 39 182 308 401]
4874,009811.jpg,[ 49   1 194 367]
4875,009812.jpg,[202   7 495 185]
4876,009814.jpg,[ 64 145 300 346]
4877,009815.jpg,[209  17 355 428]
4878,009817.jpg,[126 148 372 447]
4879,009818.jpg,[222 313 253 350]
4880,009820.jpg,[  0   0 346 499]
4881,009821.jpg,[116  14 261 446]
4882,009824.jpg,[133 115 218 388]
4883,009826.jpg,[123 189 374 326]
4884,009827.jpg,[ 93  42 219 197]
4885,009829.jpg,[239   0 374 217]
4886,009835.jpg,[129 120 228 396]
4887,009837.jpg,[  2 382  75 499]
4888,009838.jpg,[ 96   4 244 485]
4889,009840.jpg,[ 66  99 323 422]
4890,009843.jpg,[ 23   1 499 368]
4891,009844.jpg,[ 20   1 316 499]
4892,009846.jpg,[126  94 358 486]
4893,009847.jpg,[116 199 193 301]
4894,009849.jpg,[178  81 246 252]
4895,009850.jpg,[156  57 417 257]
4896,009853.jpg,[  1 134 342 428]
4897,009854.jpg,[157  67 274 218]
4898,009856.jpg,[242 379 327 498]
4899,009857.jpg,[ 36   2 492 334]
4900,009861.jpg,[166  70 367 219]
4901,009864.jpg,[142   0 244 362]
4902,009866.jpg,[108  50 344 423]
4903,009871.jpg,[ 36 176 374 496]
4904,009873.jpg,[127 168 257 460]
4905,009875.jpg,[178 215 375 374]
4906,009876.jpg,[ 60  89 208 416]
4907,009883.jpg,[102  32 265 487]
4908,009885.jpg,[  1   0 374 499]
4909,009888.jpg,[112 201 270 315]
4910,009889.jpg,[155 141 264 365]
4911,009890.jpg,[ 86  42 279 354]
4912,009891.jpg,[  0  21 187 124]
4913,009892.jpg,[  0  48 332 473]
4914,009893.jpg,[125 211 197 247]
4915,009895.jpg,[124  50 302 329]
4916,009899.jpg,[  1 139 374 465]
4917,009901.jpg,[ 45 264 367 423]
4918,009903.jpg,[ 81  85 318 411]
4919,009906.jpg,[ 60 333 158 453]
4920,009907.jpg,[121   1 457 312]
4921,009909.jpg,[ 41  36 338 354]
4922,009910.jpg,[ 74 182 482 320]
4923,009912.jpg,[ 63  97 351 400]
4924,009914.jpg,[252 304 339 364]
4925,009915.jpg,[108  41 399 306]
4926,009916.jpg,[ 95  16 249 255]
4927,009919.jpg,[134  26 244 472]
4928,009921.jpg,[151 145 193 499]
4929,009922.jpg,[ 78 179 309 442]
4930,009924.jpg,[ 35   5 499 372]
4931,009925.jpg,[  3 136 340 490]
4932,009927.jpg,[155  69 264 443]
4933,009928.jpg,[ 67 101 489 343]
4934,009929.jpg,[124   0 394 355]
4935,009930.jpg,[  7  91 374 384]
4936,009931.jpg,[102 331 160 492]
4937,009933.jpg,[  7  48 399 499]
4938,009934.jpg,[100 214 243 282]
4939,009936.jpg,[ 63 223 265 421]
4940,009937.jpg,[116  42 275 499]
4941,009941.jpg,[ 40 100 239 177]
4942,009943.jpg,[110 203 207 330]
4943,009948.jpg,[  1   0 499 314]
4944,009951.jpg,[127 235 332 499]
4945,009952.jpg,[ 55  78 453 324]
4946,009953.jpg,[ 83  26 348 490]
4947,009956.jpg,[ 20 117 299 400]
4948,009957.jpg,[127  53 435 294]
4949,009960.jpg,[139  25 317 317]
4950,009962.jpg,[  1   3 373 252]
4951,009963.jpg,[  2   1 499 373]
